"tweet_id";"tweet_text"
9731864526;"rt @miguelfebles rt @netoraton: google crea una página para buscar desaparecidos en el #terremotochile http://chilepersonfinder.appspot.com"
9731889393;"chilectra informa que hay más de 1 millón de personas sin electricidad. dos tercios de santiago sin luz"
9735626245;"rt @fanultra: lista de paises y lugares en alerta de tsunami http://bit.ly/ctlown #terremotoenchile"
9737054493;"foto de un supermercado en hawaii dos horas antes de que llegue el tsunami http://twitpic.com/15nquu"
9731203940;"amigos de chile que diosito los protega"
9731254290;"¿bajarme el deo a mi? a mi solo me baja el deo dios y el esta ocupado con chile."
9731559969;"@mario_amost elevemos nuestras oraciones para que no ocurra mas desastres y tambien para nuestros hermanos chilenos"
9737646439;"alaaa... hasta para eso estan mas preparados los chilenos. no necesitan ayuda internaciona"
9737652364;"@soledadonetto donde estabas cuando fue el temblor?"
9737718982;"cadena de oracion por chile! ..- unamosnos en un solo espiritu!"
9730743900;"rt @juangadj: @juanes @shakira @ayudachile 12000 colombianos que residen en chile. la linea para colombia es 00562086434"
9735683790;"rt @sdpnoticias:  tsunamis a costas mexicanas (hora del centro de méxico): minatitlán 10:53 a"
9735718970;"la alerta de tsunami se extiende a todos los paises de las costas del pacifico"
9730385311;"rt @thaelmanfelez: a las 2 pm taxistas de aragua hacen caravana en rechazo al cierre tecnico de victoria fm.concentracion a las afueras  ..."
9730639600;"rt @chichocotu: imagenes #terremotochile en canal 716 directv autopistas completamente destruidas"
9730647382;"si alguien de chile quiere comunicarse con alguna persona en costa rica estamos a las ordenes para dar mensajes #terremotoenchile"
9730655117;"me dan muchos escalofrios con lo de chil"
9733797333;"rt @vicenteandreu: impresionantes imagenes de chile en tv directo por streaming http://bit.ly/b1abj6"
9733830098;"rt @nachx #terremotochile en latercera.cl hay un minuto a minuto con noticias sobre el terremoto"
9732856551;"no estoy en chil"
9732886595;"@tvn necesito noticias de oleaje en san antonio"
9734723794;"rt @jesaravia: tratando de comunicarnos con la familia en concepción.... si alguien tiene información por favor que nos cuente por esta via"
9735076977;"rt @alexaclois dios oraciones a todos los chilenos"
9736009275;"rt @revistatrecho: rt @cnnmex: nueve puertos mexicanos son amenazados por olas http://bit.ly/9teh8l #terremotochile"
